name,year,citation,snippet,is_real,source,url
Hiralal Babulal Soni vs The State Of Maharashtra,2025,(2025) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/62438672/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Citizens Forum for Transparency v. State of Delhi,2022,(2022) 15 SCC 72,"Petition challenging digital surveillance by intelligence agencies, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Tech Freedom Initiative v. Union of India,2020,(2020) 11 SCC 104,"Petition challenging overnight bail restrictions for journalists, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Bibi Saddiqa Fatima vs Saiyed Mohammad Mahmood Hasan,1978,(1978) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1219788/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
All India Women's Rights Council v. Food Corporation of India,2013,(2013) 7 SCC 681,"Petition challenging right to protest in public spaces, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
People's Union for Democracy v. Ministry of Environment,1990,(1990) 7 SCC 955,"Petition challenging mandatory biometric attendance in schools, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
V. Senthil Balaji vs The State Represented By Deputy ...,2023,(2023) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/93515504/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Dharam Dutt & Ors vs Union Of India & Ors,2003,(2003) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1603336/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Consumer Rights Federation v. State of Maharashtra,2007,(2007) 11 SCC 158,"Petition challenging electoral bond scheme transparency, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Amarjit Singh & Ors vs State Of Punjab & Ors,2010,(2010) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/937491/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Mohd. Arif @ Ashfaq vs The Reg. Supreme Court Of India & Ors,2014,(2014) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/80457116/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
National Farmers Welfare Association v. Department of Telecommunications,1998,(1998) 9 SCC 590,"Petition challenging mandatory COVID-19 vaccination policy, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Rural Development Society v. State of Kerala,2001,(2001) 11 SCC 650,"Petition challenging right to be forgotten in the digital age, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
"Amrik Singh, Satnam Singh And Anr. vs State Of Rajasthan",1993,(1993) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/166365816/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Citizens Forum for Transparency v. State of Tamil Nadu,2020,(2020) 9 SCC 830,"Petition challenging arbitrary internet shutdowns in conflict zones, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Environment Action Group v. Food Corporation of India,2018,(2018) 1 SCC 152,"Petition challenging mandatory COVID-19 vaccination policy, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
State Of T.Nadu & Ors vs K Shyam Sunder & Ors,2011,(2011) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/48937/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Consumer Rights Federation v. Ministry of Finance,2009,(2009) 1 SCC 116,"Petition challenging mandatory COVID-19 vaccination policy, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Mumtaz @ Muntyaz vs State Of U.P.(Now Uttarkhand),2016,(2016) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/132474346/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Dr. Jaya Thakur vs Government Of India,2026,(2026) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/101264378/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
Ramdhandas And Another vs The State Of Punjab,1961,(1961) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/276164/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Environment Action Group v. State of Delhi,2005,(2005) 7 SCC 702,"Petition challenging mandatory COVID-19 vaccination policy, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Olga Tellis & Ors vs Bombay Municipal Corporation & Ors. Etc,1985,(1985) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/709776/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
State Of Maharashtra Etc vs Madhavrao Damodar Patilchand Ors. Etc,1968,(1968) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/418360/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Mohd. Aslam @ Bhure vs Union Of India (Uoi) And Ors,2003,(2003) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1263146/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Dattatraya @ Datta Ambo Rokade vs The State Of Maharashtra,2019,(2019) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/134785263/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Vashisht Narain Karwaria vs State Of U.P. And Anr,1990,(1990) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/453830/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
T.P. Moideen Koya vs Government Of Kerala And Ors,2004,(2004) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1279793/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
"Basheshar Nath vs The Commissioner Of Income-Tax,Delhi & ...",1958,(1958) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/761967/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
"Unni Krishnan, J.P. And Ors. Etc. Etc vs State Of Andhra Pradesh And Ors. Etc. Etc",1993,(1993) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1775396/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
People's Union for Democracy v. State of Kerala,2017,(2017) 3 SCC 977,"Petition challenging farm loan waiver scheme constitutionality, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
R. Pandian And Anothera. Deivendran Son ... vs State Of Tamil Naduthrough The ...,1997,(1997) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/861688/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
National Parents Association v. Ministry of Finance,2017,(2017) 6 SCC 561,"Petition challenging pension rights for contract government employees, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
National Human Rights Commission (Petitioner) v. Central Vigilance Commission,2002,(2002) 15 SCC 344,"Petition challenging right to protest in public spaces, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
"Dr. M. Ismail Faruqui Etc, Mohd. Aslam, ... vs Union Of India And Others",1994,(1994) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/37494799/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Internet Freedom Foundation v. Department of Telecommunications,2007,(2007) 7 SCC 194,"Petition challenging uniform civil code implementation in Goa, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Raj Lakshmi Dasi And Others vs Banamali Sen And Othersbholanath Sen ...,1952,(1952) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1481962/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Dinesh Chandra Sangma vs State Of Assam & Ors,1977,(1977) Supreme Court of India,Supreme Court judgment. Query category: service law government employment.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1505986/?formInput=service%20law%20government%20employment%20%20doctypes%3A%20supremecourt
Prakash vs Phulavati .,2015,(2015) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/143363828/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
The State Of Uttar Pradesh vs Anurudh,2026,(2026) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/127737197/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
National Farmers Welfare Association v. National Investigation Agency,1995,(1995) 14 SCC 139,"Petition challenging mandatory biometric attendance in schools, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
National Human Rights Commission (Petitioner) v. Central Vigilance Commission,2005,(2005) 4 SCC 353,"Petition challenging anti-defection law interpretation, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
"Kanu Sanyal vs District Magistrate, Darjeeijng & Ors",1973,(1973) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/953550/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
"Raj Narain vs Supdt. Central Jail, New Delhi",1970,(1970) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1666940/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Trimukh Maroti Kirkan vs State Of Maharashtra,2006,(2006) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/845834/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Excel Wear Etc vs Union Of India & Ors,1978,(1978) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/947038/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Tech Freedom Initiative v. Reserve Bank of India,1990,(1990) 11 SCC 220,"Petition challenging arbitrary internet shutdowns in conflict zones, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Digital Rights Foundation v. Union of India,2024,(2024) 14 SCC 901,"Petition challenging mandatory COVID-19 vaccination policy, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Union Of India & Ors vs Vidya Bagaria,2004,(2004) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/369547/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
National Human Rights Commission (Petitioner) v. Election Commission of India,2015,(2015) 1 SCC 593,"Petition challenging mandatory COVID-19 vaccination policy, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
State Of Himachal Pradesh vs Wazir Chand And Ors.,1977,(1977) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1907199/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Union Of India & Ors vs Seneth Munda & Ors,2010,(2010) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1098583/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Minerva Mills Ltd. & Ors vs Union Of India & Ors,1980,(1980) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1939993/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Serious Fraud Investigation Office vs Rahul Modi,2019,(2019) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/114038066/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Indian Civil Liberties Union v. Union of India,1993,(1993) 3 SCC 973,"Petition challenging right to protest in public spaces, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Bachan Singh Etc. Etc vs State Of Punjab Etc. Etc,1982,(1982) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1201493/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
National Parents Association v. State of Karnataka,2008,(2008) 11 SCC 333,"Petition challenging right to internet access under Article 21, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Minerva Mills Ltd. And Ors. vs Union Of India (Uoi) And Ors.,1980,(1980) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1215719/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Tech Freedom Initiative v. State of Delhi,1991,(1991) 9 SCC 100,"Petition challenging sedition charges against students, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Balraje @ Trimbak vs State Of Maharashtra,2010,(2010) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/213150/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Citizens Forum for Transparency v. State of Delhi,1999,(1999) 7 SCC 884,"Petition challenging mandatory Aadhaar linkage for pension disbursement, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Small Traders Federation of India v. Ministry of Environment,2006,(2006) 3 SCC 432,"Petition challenging right to be forgotten in the digital age, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
National Parents Association v. State of Karnataka,2013,(2013) 16 SCC 936,"Petition challenging mandatory Aadhaar linkage for pension disbursement, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Citizens Forum for Transparency v. State of Tamil Nadu,2004,(2004) 14 SCC 297,"Petition challenging right to be forgotten in the digital age, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Merugu Satyanarayana Etc. Etc vs State Of Andhra Pradesh And Others,1982,(1982) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/540176/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Citizens Forum for Transparency v. Union of India,2000,(2000) 15 SCC 747,"Petition challenging mandatory Aadhaar linkage for pension disbursement, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Tribal Rights Alliance v. Election Commission of India,2005,(2005) 9 SCC 103,"Petition challenging mandatory COVID-19 vaccination policy, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
National Parents Association v. Election Commission of India,2005,(2005) 7 SCC 748,"Petition challenging mandatory biometric attendance in schools, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Migrant Labour Protection Forum v. State of Kerala,2007,(2007) 2 SCC 982,"Petition challenging right to internet access under Article 21, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Environment Action Group v. National Highway Authority,1996,(1996) 9 SCC 315,"Petition challenging uniform civil code implementation in Goa, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Consumer Rights Federation v. National Highway Authority,2023,(2023) 4 SCC 405,"Petition challenging cryptocurrency regulation by RBI, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Smt. Triveniben & Ors vs State Of Gujarat & Ors,1989,(1989) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/751831/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
National Human Rights Commission (Petitioner) v. Union of India,2007,(2007) 11 SCC 928,"Petition challenging digital surveillance by intelligence agencies, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Babasaheb Maruti Kamble vs The State Of Maharashtra,2018,(2018) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/28102290/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Gaurav Jain vs Union Of India & Ors,1997,(1997) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/40881001/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
National Parents Association v. State of Delhi,2016,(2016) 5 SCC 510,"Petition challenging electoral bond scheme transparency, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Arjun vs State Of Maharashtra,2012,(2012) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/53551888/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
National Human Rights Commission (Petitioner) v. State of Kerala,2017,(2017) 13 SCC 721,"Petition challenging reservation in private sector employment, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Rural Development Society v. State of Kerala,2006,(2006) 3 SCC 418,"Petition challenging anti-defection law interpretation, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Internet Freedom Foundation v. State of Kerala,2022,(2022) 14 SCC 223,"Petition challenging overnight bail restrictions for journalists, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
People'S Union For CivilLibertiesvs Union Of India And Anr,1997,(1997) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/544871/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
Kirit Kumar Chaman Lal Kundaliya vs State Of Gujarat & Ors,1981,(1981) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1747969/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Internet Freedom Foundation v. State of Karnataka,2011,(2011) 14 SCC 36,"Petition challenging mandatory biometric attendance in schools, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Internet Freedom Foundation v. Union of India,2018,(2018) 9 SCC 262,"Petition challenging hate speech regulation on social media, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Environment Action Group v. State of Uttar Pradesh,1990,(1990) 1 SCC 672,"Petition challenging mandatory biometric attendance in schools, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Tribal Rights Alliance v. Ministry of Finance,2008,(2008) 13 SCC 120,"Petition challenging right to water as a fundamental right, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Urban Residents Welfare Board v. Securities and Exchange Board of India,2022,(2022) 1 SCC 882,"Petition challenging mandatory Aadhaar linkage for pension disbursement, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Khoday Distilleries Ltd vs State Of Karnataka,1994,(1994) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/675008/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
National Human Rights Commission (Petitioner) v. Reserve Bank of India,2007,(2007) 1 SCC 522,"Petition challenging sedition charges against students, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Dhanajaya Reddy vs State Of Karnataka,2001,(2001) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1056564/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
National Parents Association v. Ministry of Home Affairs,2016,(2016) 10 SCC 57,"Petition challenging farm loan waiver scheme constitutionality, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Migrant Labour Protection Forum v. State of Kerala,2016,(2016) 13 SCC 996,"Petition challenging right to protest in public spaces, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Mohtashem Billah Malik vs Sana Aftab,2026,(2026) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/28712247/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Tech Freedom Initiative v. Union of India,2005,(2005) 12 SCC 718,"Petition challenging hate speech regulation on social media, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Tech Freedom Initiative v. Ministry of Home Affairs,1999,(1999) 15 SCC 605,"Petition challenging overnight bail restrictions for journalists, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Environment Action Group v. Food Corporation of India,2014,(2014) 10 SCC 456,"Petition challenging reservation in private sector employment, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Migrant Labour Protection Forum v. State of Karnataka,2020,(2020) 5 SCC 697,"Petition challenging anti-defection law interpretation, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
"Administrator General Of West Bengal vs Collector, Varanasi",1988,(1988) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/859367/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Digital Rights Foundation v. State of Uttar Pradesh,1994,(1994) 9 SCC 620,"Petition challenging cryptocurrency regulation by RBI, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Digital Rights Foundation v. National Highway Authority,2015,(2015) 1 SCC 841,"Petition challenging mandatory biometric attendance in schools, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
S. Kasi vs State Through The Inspector Of Police ...,2020,(2020) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/34889280/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
Dr. Gurmukh Ram Madan vs Bhagwan Das Madan,1998,(1998) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/993476/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
S. Kodar vs State Of Kerala,1974,(1974) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1716147/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
The State Of Madhya Pradesh vs Phoolchand Rathore,2023,(2023) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/112506357/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Tech Freedom Initiative v. Securities and Exchange Board of India,2008,(2008) 2 SCC 287,"Petition challenging mandatory COVID-19 vaccination policy, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Shrikant B. Karulkar vs State Of Gujarat,1994,(1994) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/600294/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Consumer Rights Federation v. Union of India,1996,(1996) 3 SCC 338,"Petition challenging electoral bond scheme transparency, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
National Human Rights Commission (Petitioner) v. Department of Telecommunications,1998,(1998) 5 SCC 878,"Petition challenging pension rights for contract government employees, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Consumer Rights Federation v. Ministry of Home Affairs,2014,(2014) 8 SCC 790,"Petition challenging sedition charges against students, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Citizens Forum for Transparency v. State of West Bengal,1992,(1992) 2 SCC 542,"Petition challenging mandatory biometric attendance in schools, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Manoj Pratap Singh vs The State Of Rajasthan,2022,(2022) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/179828917/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Small Traders Federation of India v. State of Karnataka,1997,(1997) 3 SCC 146,"Petition challenging hate speech regulation on social media, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
State Of U.P vs Ashok Kumar Srivastava,1992,(1992) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/141148/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Om Parkash And Another vs State Of U.P. And Ors,1973,(1973) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/517867/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
National Farmers Welfare Association v. Union of India,2013,(2013) 4 SCC 983,"Petition challenging sedition charges against students, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Ajoy Kumar Banerjee & Ors. Etc vs Union Of India & Ors. Etc,1984,(1984) Supreme Court of India,Supreme Court judgment. Query category: service law government employment.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1995929/?formInput=service%20law%20government%20employment%20%20doctypes%3A%20supremecourt
Association of Democratic Reforms v. State of Uttar Pradesh,1990,(1990) 3 SCC 913,"Petition challenging overnight bail restrictions for journalists, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Citizens Forum for Transparency v. State of Uttar Pradesh,2011,(2011) 9 SCC 625,"Petition challenging overnight bail restrictions for journalists, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Indian Civil Liberties Union v. State of West Bengal,1996,(1996) 16 SCC 13,"Petition challenging right to protest in public spaces, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Healthcare Workers Union v. Food Corporation of India,1993,(1993) 15 SCC 277,"Petition challenging right to be forgotten in the digital age, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
